Date,CampaignID,ProductID,RegionID,Device,Gender,AgeGroup,Spend,Impressions,Clicks,Leads,Orders,Revenue
16-10-2025,CMP010,P001,R007,Mobile,Female,18-24,5573.51,19507,909,72,3,74997
16-10-2025,CMP010,P001,R008,Tablet,Male,18-24,5199.98,17085,845,67,2,49998
16-10-2025,CMP010,P001,R009,Mobile,Male,18-24,5131.78,17411,971,77,3,74997
16-10-2025,CMP010,P001,R010,Mobile,Male,25-34,4866.93,16860,1002,80,5,124995
16-10-2025,CMP010,P001,R011,Mobile,Female,18-24,5577.89,20120,792,63,2,49998
16-10-2025,CMP010,P001,R012,Mobile,Female,18-24,5203.13,17839,1007,80,3,74997
16-10-2025,CMP010,P001,R013,Mobile,Female,18-24,5094.31,18557,932,74,4,99996
16-10-2025,CMP010,P001,R014,Mobile,Female,55+,4757.25,15970,809,64,3,74997
16-10-2025,CMP010,P001,R015,Mobile,Male,18-24,5248.69,16870,833,66,4,99996
17-10-2025,CMP010,P001,R001,Tablet,Female,18-24,5170.62,20313,933,74,4,99996
17-10-2025,CMP010,P001,R002,Desktop,Female,45-54,5189.25,19459,954,76,2,49998
17-10-2025,CMP010,P001,R003,Mobile,Female,35-44,5296.34,21185,1193,95,5,124995
17-10-2025,CMP010,P001,R004,Mobile,Male,18-24,4706.03,17311,753,60,3,74997
17-10-2025,CMP010,P001,R005,Desktop,Unknown,18-24,4918.06,17564,991,79,3,74997
17-10-2025,CMP010,P001,R006,Mobile,Female,18-24,5276.23,20351,843,67,2,49998
17-10-2025,CMP010,P001,R007,Mobile,Female,45-54,5169.85,18094,998,79,5,124995
17-10-2025,CMP010,P001,R008,Mobile,Female,55+,5197.03,17075,946,75,3,74997
17-10-2025,CMP010,P001,R009,Desktop,Male,45-54,5135.96,17425,775,62,4,99996
17-10-2025,CMP010,P001,R010,Mobile,Female,45-54,4683.85,16226,859,68,4,99996
17-10-2025,CMP010,P001,R011,Mobile,Female,25-34,4711.08,16993,800,64,2,49998
17-10-2025,CMP010,P001,R012,Desktop,Female,25-34,5539.84,18993,864,69,5,124995
17-10-2025,CMP010,P001,R013,Desktop,Male,35-44,5158.99,18793,1070,85,3,74997
17-10-2025,CMP010,P001,R014,Desktop,Female,35-44,5553.62,18644,863,69,2,49998
17-10-2025,CMP010,P001,R015,Mobile,Male,25-34,5451.45,17522,963,77,2,49998
18-10-2025,CMP010,P001,R001,Mobile,Female,25-34,4742.42,18630,898,71,3,74997
18-10-2025,CMP010,P001,R002,Mobile,Female,25-34,5376.94,20163,1183,94,4,99996
18-10-2025,CMP010,P001,R003,Desktop,Female,35-44,4817.29,19269,856,68,2,49998
18-10-2025,CMP010,P001,R004,Desktop,Female,35-44,4954.81,18226,1010,80,5,124995
18-10-2025,CMP010,P001,R005,Mobile,Female,35-44,4895.46,17483,792,63,2,49998
18-10-2025,CMP010,P001,R006,Mobile,Male,35-44,5570.11,21484,1136,90,4,99996
18-10-2025,CMP010,P001,R007,Mobile,Female,35-44,5226.64,18293,820,65,2,49998
18-10-2025,CMP010,P001,R008,Mobile,Female,45-54,4601.94,15120,730,58,3,74997
18-10-2025,CMP010,P001,R009,Mobile,Male,35-44,4865.33,16507,744,59,1,24999
18-10-2025,CMP010,P001,R010,Mobile,Male,25-34,4617.61,15996,869,69,5,124995
18-10-2025,CMP010,P001,R011,Desktop,Female,25-34,5343.56,19274,881,70,3,74997
18-10-2025,CMP010,P001,R012,Mobile,Male,45-54,5505.9,18877,916,73,3,74997
18-10-2025,CMP010,P001,R013,Mobile,Male,45-54,5510.31,20073,841,67,5,124995
18-10-2025,CMP010,P001,R014,Mobile,Female,45-54,4730.83,15882,859,68,3,74997
18-10-2025,CMP010,P001,R015,Mobile,Male,25-34,5354.38,17210,822,65,3,74997
19-10-2025,CMP010,P001,R001,Mobile,Unknown,18-24,5497.86,21598,1130,90,3,74997
19-10-2025,CMP010,P001,R002,Mobile,Male,25-34,5174.72,19405,1003,80,4,99996
19-10-2025,CMP010,P001,R003,Tablet,Male,25-34,5227.53,20910,1136,90,3,74997
19-10-2025,CMP010,P001,R004,Desktop,Male,25-34,4903.03,18036,1043,83,2,49998
19-10-2025,CMP010,P001,R005,Mobile,Male,25-34,4742.67,16938,907,72,5,124995
19-10-2025,CMP010,P001,R006,Mobile,Male,18-24,4878.14,18815,1018,81,5,124995
19-10-2025,CMP010,P001,R007,Mobile,Female,35-44,5534.05,19369,1071,85,5,124995
19-10-2025,CMP010,P001,R008,Mobile,Unknown,45-54,5191.05,17056,1041,83,3,74997
19-10-2025,CMP010,P001,R009,Desktop,Male,25-34,5508.4,18689,827,66,2,49998
19-10-2025,CMP010,P001,R010,Mobile,Male,18-24,5092.96,17643,977,78,2,49998
19-10-2025,CMP010,P001,R011,Desktop,Female,35-44,5359.92,19333,793,63,2,49998
19-10-2025,CMP010,P001,R012,Mobile,Female,35-44,4659.38,15975,802,64,4,99996
19-10-2025,CMP010,P001,R013,Mobile,Male,35-44,5267.37,19188,1172,93,6,149994
19-10-2025,CMP010,P001,R014,Mobile,Female,45-54,5184.6,17405,732,58,3,74997
19-10-2025,CMP010,P001,R015,Mobile,Male,18-24,5528.21,17769,866,69,5,124995
20-10-2025,CMP010,P001,R001,Mobile,Male,45-54,4926.13,19352,962,76,4,99996
20-10-2025,CMP010,P001,R002,Mobile,Male,18-24,4837.03,18138,890,71,3,74997
20-10-2025,CMP010,P001,R003,Mobile,Female,25-34,5503.52,22014,1242,99,3,74997
20-10-2025,CMP010,P001,R004,Desktop,Male,25-34,4897.59,18016,742,59,4,99996
20-10-2025,CMP010,P001,R005,Mobile,Unknown,35-44,5369.14,19175,1071,85,3,74997
20-10-2025,CMP010,P001,R006,Mobile,Female,35-44,5032.72,19411,882,70,2,49998
20-10-2025,CMP010,P001,R007,Mobile,Female,35-44,5178.73,18125,868,69,4,99996
20-10-2025,CMP010,P001,R008,Mobile,Female,25-34,5035.41,16544,893,71,4,99996
20-10-2025,CMP010,P001,R009,Mobile,Female,45-54,5348.91,18148,1005,80,3,74997
20-10-2025,CMP010,P001,R010,Mobile,Male,25-34,5043.49,17472,970,77,3,74997
20-10-2025,CMP010,P001,R011,Tablet,Male,25-34,5016.5,18095,870,69,2,49998
20-10-2025,CMP010,P001,R012,Desktop,Male,25-34,5337.27,18299,782,62,3,74997
20-10-2025,CMP010,P001,R013,Desktop,Male,55+,4875.08,17759,853,68,4,99996
20-10-2025,CMP010,P001,R014,Desktop,Male,35-44,5475.18,18380,1027,82,5,124995
20-10-2025,CMP010,P001,R015,Tablet,Female,35-44,4764.71,15315,786,62,2,49998
21-10-2025,CMP010,P001,R001,Mobile,Male,18-24,5533.62,21739,960,76,3,74997
21-10-2025,CMP010,P001,R002,Mobile,Female,35-44,4661.08,17479,1041,83,2,49998
21-10-2025,CMP010,P001,R003,Desktop,Male,25-34,5437.11,21748,1238,99,5,124995
21-10-2025,CMP010,P001,R004,Mobile,Female,35-44,5357.26,19707,970,77,2,49998
21-10-2025,CMP010,P001,R005,Mobile,Male,25-34,4644.49,16587,887,70,5,124995
21-10-2025,CMP010,P001,R006,Mobile,Female,25-34,5148.58,19858,995,79,3,74997
21-10-2025,CMP010,P001,R007,Mobile,Female,35-44,4593.21,16076,722,57,4,99996
21-10-2025,CMP010,P001,R008,Mobile,Male,35-44,5316.85,17469,934,74,3,74997
21-10-2025,CMP010,P001,R009,Mobile,Male,25-34,4720.23,16015,713,57,2,49998
21-10-2025,CMP010,P001,R010,Desktop,Male,35-44,5186.97,17969,799,63,4,99996
21-10-2025,CMP010,P001,R011,Mobile,Female,35-44,4844.09,17473,761,60,3,74997
21-10-2025,CMP010,P001,R012,Desktop,Female,25-34,4705.1,16131,945,75,3,74997
21-10-2025,CMP010,P001,R013,Mobile,Male,45-54,5344.49,19469,798,63,2,49998
21-10-2025,CMP010,P001,R014,Mobile,Female,18-24,5295.66,17778,993,79,5,124995
21-10-2025,CMP010,P001,R015,Mobile,Female,45-54,5036.34,16188,831,66,4,99996
22-10-2025,CMP010,P001,R001,Mobile,Male,25-34,5201.94,20436,1127,90,3,74997
22-10-2025,CMP010,P001,R002,Desktop,Male,25-34,5514.13,20677,1200,96,6,149994
22-10-2025,CMP010,P001,R003,Desktop,Male,25-34,4838.68,19354,981,78,3,74997
22-10-2025,CMP010,P001,R004,Mobile,Female,55+,5356.66,19704,1095,87,3,74997
22-10-2025,CMP010,P001,R005,Desktop,Male,35-44,5571.26,19897,821,65,3,74997
22-10-2025,CMP010,P001,R006,Mobile,Male,45-54,5492.22,21184,1121,89,5,124995
22-10-2025,CMP010,P001,R007,Mobile,Male,25-34,5049.53,17673,1071,85,4,99996
22-10-2025,CMP010,P001,R008,Mobile,Male,45-54,4654.02,15291,786,62,2,49998
22-10-2025,CMP010,P001,R009,Desktop,Female,35-44,5311.37,18020,1007,80,5,124995
22-10-2025,CMP010,P001,R010,Mobile,Female,25-34,4825.46,16716,680,54,4,99996
22-10-2025,CMP010,P001,R011,Desktop,Female,25-34,5345.78,19282,1150,92,4,99996
22-10-2025,CMP010,P001,R012,Mobile,Male,25-34,5516.72,18914,981,78,4,99996
22-10-2025,CMP010,P001,R013,Mobile,Male,25-34,5280.72,19236,826,66,2,49998
22-10-2025,CMP010,P001,R014,Mobile,Female,35-44,5050.45,16955,934,74,5,124995
22-10-2025,CMP010,P001,R015,Desktop,Female,45-54,4568.78,14685,795,63,1,24999
23-10-2025,CMP010,P001,R001,Mobile,Female,25-34,5171.74,20317,1131,90,4,99996
23-10-2025,CMP010,P001,R002,Mobile,Male,25-34,4745.99,17797,954,76,2,49998
23-10-2025,CMP010,P001,R003,Mobile,Male,25-34,4630.29,18521,981,78,5,124995
23-10-2025,CMP010,P001,R004,Tablet,Female,35-44,4723.13,17374,983,78,5,124995
23-10-2025,CMP010,P001,R005,Mobile,Female,18-24,4878.76,17424,705,56,3,74997
23-10-2025,CMP010,P001,R006,Mobile,Male,25-34,5060.39,19518,800,64,1,24999
23-10-2025,CMP010,P001,R007,Mobile,Female,35-44,4900.35,17151,852,68,3,74997
23-10-2025,CMP010,P001,R008,Desktop,Male,25-34,4866.24,15989,808,64,2,49998
23-10-2025,CMP010,P001,R009,Mobile,Female,25-34,4714.47,15995,856,68,2,49998
23-10-2025,CMP010,P001,R010,Mobile,Male,35-44,5251.96,18194,915,73,3,74997
23-10-2025,CMP010,P001,R011,Mobile,Male,18-24,5321.85,19196,740,59,1,24999
23-10-2025,CMP010,P001,R012,Mobile,Male,25-34,4980.42,17075,896,71,2,49998
23-10-2025,CMP010,P001,R013,Mobile,Female,25-34,4820.38,17559,951,76,4,99996
23-10-2025,CMP010,P001,R014,Mobile,Female,25-34,4572.34,15350,853,68,2,49998
23-10-2025,CMP010,P001,R015,Mobile,Male,45-54,5271.18,16943,739,59,4,99996
24-10-2025,CMP010,P001,R001,Mobile,Male,25-34,4818.56,18930,1063,85,5,124995
24-10-2025,CMP010,P001,R002,Mobile,Female,55+,5184.17,19440,893,71,5,124995
24-10-2025,CMP010,P001,R003,Mobile,Female,18-24,5483.85,21935,913,73,3,74997
24-10-2025,CMP010,P001,R004,Mobile,Female,35-44,4630.01,17031,724,57,2,49998
24-10-2025,CMP010,P001,R005,Mobile,Female,25-34,4758.5,16994,898,71,3,74997
24-10-2025,CMP010,P001,R006,Mobile,Male,18-24,5504.91,21233,964,77,4,99996
24-10-2025,CMP010,P001,R007,Mobile,Female,45-54,5128.07,17948,937,74,5,124995
24-10-2025,CMP010,P001,R008,Mobile,Male,25-34,5535.29,18187,949,75,5,124995
24-10-2025,CMP010,P001,R009,Desktop,Female,25-34,5153.4,17484,1015,81,5,124995
24-10-2025,CMP010,P001,R010,Mobile,Male,35-44,5436.57,18833,867,69,4,99996
24-10-2025,CMP010,P001,R011,Mobile,Female,35-44,4641.69,16743,1011,80,2,49998
24-10-2025,CMP010,P001,R012,Mobile,Female,45-54,5407.67,18540,790,63,2,49998
24-10-2025,CMP010,P001,R013,Mobile,Female,18-24,5507.75,20063,959,76,2,49998
24-10-2025,CMP010,P001,R014,Mobile,Male,45-54,5087.7,17080,727,58,2,49998
24-10-2025,CMP010,P001,R015,Desktop,Female,25-34,5561.18,17875,843,67,3,74997
25-10-2025,CMP010,P001,R001,Mobile,Male,35-44,5077.31,19946,1149,91,6,149994
25-10-2025,CMP010,P001,R002,Mobile,Male,45-54,5408.46,20281,1106,88,6,149994
25-10-2025,CMP010,P001,R003,Mobile,Male,35-44,4803.73,19214,1102,88,6,149994
25-10-2025,CMP010,P001,R004,Mobile,Female,25-34,5522.09,20313,948,75,3,74997
25-10-2025,CMP010,P001,R005,Tablet,Female,25-34,4839.91,17285,916,73,3,74997
25-10-2025,CMP010,P001,R006,Mobile,Female,35-44,4849.56,18705,987,78,3,74997
25-10-2025,CMP010,P001,R007,Mobile,Male,25-34,4932.96,17265,949,75,5,124995
25-10-2025,CMP010,P001,R008,Desktop,Female,35-44,5154.13,16935,903,72,5,124995
25-10-2025,CMP010,P001,R009,Mobile,Female,45-54,5354.22,18166,950,76,4,99996
25-10-2025,CMP010,P001,R010,Mobile,Female,25-34,5444.63,18861,812,64,2,49998
25-10-2025,CMP010,P001,R011,Mobile,Female,35-44,5300.69,19120,1114,89,6,149994
25-10-2025,CMP010,P001,R012,Mobile,Male,55+,5276.24,18089,794,63,5,124995
25-10-2025,CMP010,P001,R013,Mobile,Male,25-34,4962.39,18077,857,68,3,74997
25-10-2025,CMP010,P001,R014,Mobile,Male,18-24,4885.62,16401,803,64,2,49998
25-10-2025,CMP010,P001,R015,Mobile,Female,18-24,4683.58,15054,805,64,3,74997
26-10-2025,CMP010,P001,R001,Mobile,Female,35-44,4796.81,18844,836,66,4,99996
26-10-2025,CMP010,P001,R002,Desktop,Male,25-34,5566.14,20873,1244,99,3,74997
26-10-2025,CMP010,P001,R003,Desktop,Male,35-44,5105.1,20420,1114,89,4,99996
26-10-2025,CMP010,P001,R004,Mobile,Male,25-34,4585.35,16867,992,79,5,124995
26-10-2025,CMP010,P001,R005,Mobile,Male,45-54,4601.11,16432,796,63,4,99996
26-10-2025,CMP010,P001,R006,Mobile,Male,18-24,4875.08,18803,819,65,2,49998
26-10-2025,CMP010,P001,R007,Desktop,Male,18-24,5361.5,18765,1039,83,5,124995
26-10-2025,CMP010,P001,R008,Tablet,Female,25-34,5049.91,16592,792,63,4,99996
26-10-2025,CMP010,P001,R009,Mobile,Male,35-44,5556.49,18852,917,73,2,49998
26-10-2025,CMP010,P001,R010,Mobile,Female,55+,5082.57,17607,737,58,4,99996
26-10-2025,CMP010,P001,R011,Mobile,Female,25-34,5178.65,18680,873,69,4,99996
26-10-2025,CMP010,P001,R012,Mobile,Male,25-34,4847.72,16620,968,77,5,124995
26-10-2025,CMP010,P001,R013,Mobile,Female,18-24,4847.4,17658,775,62,4,99996
26-10-2025,CMP010,P001,R014,Mobile,Male,18-24,5137.48,17247,837,66,4,99996
26-10-2025,CMP010,P001,R015,Mobile,Male,18-24,5149.23,16551,740,59,4,99996
27-10-2025,CMP010,P001,R001,Mobile,Male,45-54,4671.14,18350,794,63,3,74997
27-10-2025,CMP010,P001,R002,Mobile,Male,18-24,5453.04,20448,824,65,4,99996
27-10-2025,CMP010,P001,R003,Desktop,Male,55+,4679.62,18718,1074,85,5,124995
27-10-2025,CMP010,P001,R004,Mobile,Male,25-34,5524.62,20322,1053,84,5,124995
27-10-2025,CMP010,P001,R005,Desktop,Male,35-44,5076.74,18131,951,76,4,99996
27-10-2025,CMP010,P001,R006,Mobile,Female,25-34,4792.86,18486,1061,84,4,99996
27-10-2025,CMP010,P001,R007,Mobile,Male,25-34,5275.86,18465,1113,89,3,74997
27-10-2025,CMP010,P001,R008,Desktop,Female,25-34,5327.05,17503,753,60,2,49998
27-10-2025,CMP010,P001,R009,Desktop,Female,25-34,4851.87,16461,892,71,4,99996
27-10-2025,CMP010,P001,R010,Mobile,Female,35-44,5475.63,18969,993,79,4,99996
27-10-2025,CMP010,P001,R011,Desktop,Female,55+,5558.82,20051,992,79,6,149994
27-10-2025,CMP010,P001,R012,Desktop,Female,25-34,5376.63,18434,956,76,6,149994
27-10-2025,CMP010,P001,R013,Mobile,Male,25-34,4685.68,17069,808,64,4,99996
27-10-2025,CMP010,P001,R014,Mobile,Female,45-54,4672.41,15685,643,51,2,49998
27-10-2025,CMP010,P001,R015,Mobile,Female,25-34,4849.65,15588,918,73,3,74997
28-10-2025,CMP010,P001,R001,Mobile,Male,35-44,5209.78,20466,1193,95,3,74997
28-10-2025,CMP010,P001,R002,Mobile,Male,25-34,5351.9,20069,1012,80,2,49998
28-10-2025,CMP010,P001,R003,Desktop,Female,25-34,5017.51,20070,948,75,5,124995
28-10-2025,CMP010,P001,R004,Mobile,Female,45-54,5200.52,19130,1069,85,6,149994
28-10-2025,CMP010,P001,R005,Desktop,Male,35-44,5453.93,19478,894,71,2,49998
28-10-2025,CMP010,P001,R006,Desktop,Female,25-34,4832.59,18639,805,64,2,49998
28-10-2025,CMP010,P001,R007,Desktop,Female,45-54,4906.95,17174,725,58,4,99996
28-10-2025,CMP010,P001,R008,Desktop,Female,35-44,5154.72,16936,918,73,4,99996
28-10-2025,CMP010,P001,R009,Mobile,Female,18-24,5231.37,17749,913,73,3,74997
28-10-2025,CMP010,P001,R010,Desktop,Male,25-34,5009.12,17353,764,61,4,99996
28-10-2025,CMP010,P001,R011,Desktop,Female,25-34,5020.75,18110,996,79,4,99996
28-10-2025,CMP010,P001,R012,Mobile,Male,25-34,5022.14,17218,944,75,5,124995
28-10-2025,CMP010,P001,R013,Mobile,Female,35-44,5048.65,18391,942,75,5,124995
28-10-2025,CMP010,P001,R014,Mobile,Female,18-24,5210.69,17493,829,66,3,74997
28-10-2025,CMP010,P001,R015,Mobile,Male,25-34,4800.49,15430,611,48,1,24999
29-10-2025,CMP010,P001,R001,Mobile,Male,45-54,4934.02,19383,1018,81,2,49998
29-10-2025,CMP010,P001,R002,Mobile,Female,25-34,5230.77,19615,818,65,3,74997
29-10-2025,CMP010,P001,R003,Mobile,Female,25-34,4777.52,19110,1050,84,4,99996
29-10-2025,CMP010,P001,R004,Tablet,Female,18-24,4836.52,17791,896,71,2,49998
29-10-2025,CMP010,P001,R005,Desktop,Female,35-44,5277.71,18848,932,74,2,49998
29-10-2025,CMP010,P001,R006,Desktop,Male,35-44,4733.25,18256,997,79,2,49998
29-10-2025,CMP010,P001,R007,Desktop,Female,25-34,5092.09,17822,887,70,3,74997
29-10-2025,CMP010,P001,R008,Desktop,Female,25-34,5000.36,16429,725,58,1,24999
29-10-2025,CMP010,P001,R009,Mobile,Male,25-34,4635.27,15726,742,59,2,49998
29-10-2025,CMP010,P001,R010,Mobile,Female,18-24,5530.74,19160,775,62,4,99996
29-10-2025,CMP010,P001,R011,Mobile,Male,25-34,4723.76,17039,953,76,5,124995
29-10-2025,CMP010,P001,R012,Desktop,Female,45-54,4600.93,15774,792,63,3,74997
29-10-2025,CMP010,P001,R013,Mobile,Male,18-24,5283.54,19247,1106,88,4,99996
29-10-2025,CMP010,P001,R014,Mobile,Female,45-54,5457.69,18322,885,70,2,49998
29-10-2025,CMP010,P001,R015,Desktop,Male,25-34,4820.81,15495,719,57,3,74997
30-10-2025,CMP010,P001,R001,Tablet,Female,18-24,4868.39,19125,1064,85,5,124995
30-10-2025,CMP010,P001,R002,Mobile,Male,18-24,5098.82,19120,861,68,3,74997
30-10-2025,CMP010,P001,R003,Mobile,Male,25-34,5185.95,20743,1094,87,5,124995
30-10-2025,CMP010,P001,R004,Mobile,Female,18-24,4811.53,17699,889,71,3,74997
30-10-2025,CMP010,P001,R005,Tablet,Male,45-54,4806.44,17165,1013,81,3,74997
30-10-2025,CMP010,P001,R006,Mobile,Female,18-24,4995.39,19267,1020,81,2,49998
30-10-2025,CMP010,P001,R007,Mobile,Male,25-34,4936.53,17277,793,63,4,99996
30-10-2025,CMP010,P001,R008,Mobile,Male,35-44,4912.63,16141,944,75,3,74997
30-10-2025,CMP010,P001,R009,Mobile,Male,25-34,5363.87,18198,888,71,4,99996
30-10-2025,CMP010,P001,R010,Desktop,Male,45-54,4930.82,17081,655,52,2,49998
30-10-2025,CMP010,P001,R011,Mobile,Male,35-44,4595.49,16576,914,73,4,99996
30-10-2025,CMP010,P001,R012,Mobile,Female,45-54,5275.11,18086,815,65,4,99996
30-10-2025,CMP010,P001,R013,Mobile,Male,25-34,4868.38,17734,957,76,5,124995
30-10-2025,CMP010,P001,R014,Mobile,Male,35-44,5210.01,17490,731,58,2,49998
30-10-2025,CMP010,P001,R015,Mobile,Female,25-34,4822.12,15499,638,51,2,49998
31-10-2025,CMP010,P001,R001,Mobile,Female,18-24,4787.14,18806,1095,87,4,99996
31-10-2025,CMP010,P001,R002,Mobile,Female,25-34,4800.01,18000,778,62,2,49998
31-10-2025,CMP010,P001,R003,Desktop,Male,18-24,5434.65,21738,1102,88,5,124995
31-10-2025,CMP010,P001,R004,Desktop,Female,25-34,5343.74,19657,1071,85,4,99996
31-10-2025,CMP010,P001,R005,Mobile,Male,18-24,4589.14,16389,770,61,2,49998
31-10-2025,CMP010,P001,R006,Desktop,Female,35-44,5297.04,20431,1102,88,6,149994
31-10-2025,CMP010,P001,R007,Mobile,Male,35-44,4625.92,16190,682,54,2,49998
31-10-2025,CMP010,P001,R008,Mobile,Female,25-34,4819.45,15835,904,72,5,124995
31-10-2025,CMP010,P001,R009,Desktop,Male,55+,4578.68,15534,707,56,4,99996
31-10-2025,CMP010,P001,R010,Mobile,Female,25-34,5515.39,19106,1183,94,3,74997
31-10-2025,CMP010,P001,R011,Mobile,Unknown,18-24,5333.71,19239,1004,80,4,99996
31-10-2025,CMP010,P001,R012,Desktop,Male,35-44,5314.89,18222,796,63,2,49998
31-10-2025,CMP010,P001,R013,Mobile,Male,35-44,4628.17,16859,960,76,5,124995
31-10-2025,CMP010,P001,R014,Mobile,Female,18-24,5163.16,17333,1027,82,6,149994
31-10-2025,CMP010,P001,R015,Desktop,Female,35-44,5474.3,17595,961,76,4,99996
01-11-2025,CMP010,P001,R001,Mobile,Male,25-34,5134.31,20170,939,75,2,49998
01-11-2025,CMP010,P001,R002,Mobile,Male,18-24,5281.01,19803,1055,84,5,124995
01-11-2025,CMP010,P001,R003,Mobile,Male,25-34,5559.93,22239,1233,98,4,99996
01-11-2025,CMP010,P001,R004,Desktop,Female,35-44,5445.93,20033,958,76,4,99996
01-11-2025,CMP010,P001,R005,Mobile,Female,25-34,4595.36,16411,883,70,3,74997
01-11-2025,CMP010,P001,R006,Desktop,Male,35-44,4671.23,18017,1017,81,5,124995
01-11-2025,CMP010,P001,R007,Desktop,Male,25-34,5465.64,19129,798,63,2,49998
01-11-2025,CMP010,P001,R008,Desktop,Female,25-34,4847.39,15927,731,58,1,24999
01-11-2025,CMP010,P001,R009,Desktop,Male,45-54,5318.65,18045,1013,81,6,149994
01-11-2025,CMP010,P001,R010,Mobile,Male,35-44,5129.5,17770,931,74,3,74997
01-11-2025,CMP010,P001,R011,Mobile,Female,45-54,5432.75,19596,921,73,4,99996
01-11-2025,CMP010,P001,R012,Mobile,Male,45-54,5391.54,18485,1037,82,6,149994
01-11-2025,CMP010,P001,R013,Mobile,Male,25-34,4598.06,16750,887,70,5,124995
01-11-2025,CMP010,P001,R014,Mobile,Female,45-54,4676.92,15701,941,75,3,74997
01-11-2025,CMP010,P001,R015,Desktop,Male,18-24,4988.56,16034,798,63,2,49998
02-11-2025,CMP010,P001,R001,Mobile,Female,35-44,5140.65,20195,1114,89,5,124995
02-11-2025,CMP010,P001,R002,Mobile,Male,25-34,5230.32,19613,1021,81,3,74997
02-11-2025,CMP010,P001,R003,Mobile,Male,35-44,5181.03,20724,983,78,4,99996
02-11-2025,CMP010,P001,R004,Mobile,Male,35-44,5188.5,19086,864,69,2,49998
02-11-2025,CMP010,P001,R005,Mobile,Male,18-24,5233.01,18689,1034,82,3,74997
02-11-2025,CMP010,P001,R006,Desktop,Female,25-34,5105.04,19690,1023,81,5,124995
02-11-2025,CMP010,P001,R007,Mobile,Female,25-34,5201.62,18205,1062,84,5,124995
02-11-2025,CMP010,P001,R008,Mobile,Female,25-34,4568.2,15009,642,51,3,74997
02-11-2025,CMP010,P001,R009,Tablet,Female,35-44,5036.41,17087,747,59,3,74997
02-11-2025,CMP010,P001,R010,Desktop,Female,25-34,5252.39,18195,773,61,4,99996
02-11-2025,CMP010,P001,R011,Mobile,Female,18-24,5307.2,19143,1044,83,4,99996
02-11-2025,CMP010,P001,R012,Mobile,Female,18-24,5349.28,18340,879,70,4,99996
02-11-2025,CMP010,P001,R013,Mobile,Male,18-24,5079.55,18504,1028,82,4,99996
02-11-2025,CMP010,P001,R014,Tablet,Male,25-34,5262.26,17666,855,68,3,74997
02-11-2025,CMP010,P001,R015,Mobile,Female,18-24,4735.5,15221,701,56,3,74997
03-11-2025,CMP010,P001,R001,Desktop,Female,45-54,4803.18,18869,1058,84,3,74997
03-11-2025,CMP010,P001,R002,Mobile,Male,18-24,4797.65,17991,1040,83,5,124995
03-11-2025,CMP010,P001,R003,Mobile,Male,25-34,5303.39,21213,1120,89,4,99996
03-11-2025,CMP010,P001,R004,Mobile,Male,45-54,5443.73,20025,1159,92,4,99996
03-11-2025,CMP010,P001,R005,Mobile,Female,45-54,4680.92,16717,818,65,4,99996
03-11-2025,CMP010,P001,R006,Mobile,Male,18-24,5437.64,20973,1170,93,4,99996
03-11-2025,CMP010,P001,R007,Desktop,Male,25-34,4738.69,16585,701,56,4,99996
03-11-2025,CMP010,P001,R008,Mobile,Female,45-54,5266.31,17303,929,74,5,124995
03-11-2025,CMP010,P001,R009,Mobile,Female,18-24,5145.8,17458,890,71,2,49998
03-11-2025,CMP010,P001,R010,Mobile,Female,35-44,5514.04,19102,979,78,5,124995
03-11-2025,CMP010,P001,R011,Desktop,Female,25-34,5218.47,18823,831,66,2,49998
03-11-2025,CMP010,P001,R012,Mobile,Female,18-24,5360.7,18379,799,63,1,24999
03-11-2025,CMP010,P001,R013,Desktop,Male,35-44,4926.31,17945,858,68,2,49998
03-11-2025,CMP010,P001,R014,Mobile,Male,35-44,4992.7,16761,941,75,2,49998
03-11-2025,CMP010,P001,R015,Desktop,Female,35-44,5125.83,16475,864,69,5,124995
04-11-2025,CMP010,P001,R001,Mobile,Male,18-24,4728.29,18575,944,75,3,74997
04-11-2025,CMP010,P001,R002,Mobile,Male,35-44,5557.78,20841,1012,80,2,49998
04-11-2025,CMP010,P001,R003,Mobile,Female,25-34,5433.05,21732,860,68,2,49998
04-11-2025,CMP010,P001,R004,Mobile,Male,25-34,5141.31,18912,829,66,2,49998
04-11-2025,CMP010,P001,R005,Mobile,Female,25-34,5554.67,19838,935,74,5,124995
04-11-2025,CMP010,P001,R006,Mobile,Male,25-34,4727.93,18236,923,73,2,49998
04-11-2025,CMP010,P001,R007,Mobile,Male,18-24,4950.07,17325,783,62,4,99996
04-11-2025,CMP010,P001,R008,Mobile,Female,35-44,4950.5,16265,851,68,3,74997
04-11-2025,CMP010,P001,R009,Mobile,Male,45-54,4844.3,16436,820,65,3,74997
04-11-2025,CMP010,P001,R010,Desktop,Male,25-34,4736.34,16408,791,63,3,74997
04-11-2025,CMP010,P001,R011,Desktop,Male,45-54,5039.13,18176,944,75,3,74997
04-11-2025,CMP010,P001,R012,Mobile,Female,25-34,5102.57,17494,768,61,2,49998
04-11-2025,CMP010,P001,R013,Desktop,Female,35-44,5030.54,18325,894,71,4,99996
04-11-2025,CMP010,P001,R014,Mobile,Female,45-54,5539.34,18596,744,59,3,74997
04-11-2025,CMP010,P001,R015,Mobile,Male,35-44,5135.35,16506,737,58,3,74997
